"x","y","species","img"
502254.899967752,4212195.29989053,"COW","2015Apr25"
502256.09997535,4212204.29988992,"COW","2015Apr25"
502244.699995794,4212184.19988345,"COW","2015Apr25"
502250.700021621,4212188.69988982,"COW","2015Apr25"
502250.700021621,4212188.69988982,"COW","2015Apr25"
502237.799975478,4212176.0998919,"COW","2015Apr25"
502241.700008284,4212163.4998893,"COW","2015Apr25"
502239.299956403,4212136.19989043,"COW","2015Apr25"
502232.40000758,4212134.39989144,"COW","2015Apr25"
502227.300037687,4212120.89989029,"COW","2015Apr25"
502248.000015136,4212116.6998911,"COW","2015Apr25"
502255.500007921,4212127.19988466,"COW","2015Apr25"
502221.300000977,4212092.69988476,"COW","2015Apr25"
502218.899993979,4212093.59989359,"COW","2015Apr25"
502215.600036358,4212093.5998839,"COW","2015Apr25"
502218.600017414,4212087.89989299,"COW","2015Apr25"
502244.700022154,4212083.39988579,"COW","2015Apr25"
502241.399977926,4212083.69989408,"COW","2015Apr25"
502248.300040374,4212074.09988524,"COW","2015Apr25"
502240.500023569,4212072.59989292,"COW","2015Apr25"
502231.800000133,4212076.79989117,"COW","2015Apr25"
502224.899958649,4212077.39989315,"COW","2015Apr25"
502217.700009719,4212071.39989294,"COW","2015Apr25"
502246.799964274,4212059.69989362,"COW","2015Apr25"
502261.499964769,4212066.59988446,"COW","2015Apr25"
502261.200012426,4212060.59988738,"COW","2015Apr25"
502266.000012097,4212055.79988854,"COW","2015Apr25"
502262.400010726,4212056.39988887,"COW","2015Apr25"
502260.599990248,4212052.49988561,"COW","2015Apr25"
502263.00001842,4212051.89988424,"COW","2015Apr25"
502268.399975579,4212050.69988404,"COW","2015Apr25"
502274.700017361,4212060.2998857,"COW","2015Apr25"
502273.499994485,4212043.79988518,"COW","2015Apr25"
502297.199991534,4212026.39988653,"COW","2015Apr25"
502299.300000985,4212026.69988548,"COW","2015Apr25"
502320.6000247,4212005.69989223,"COW","2015Apr25"
502297.500025995,4212009.5998893,"COW","2015Apr25"
502283.699972338,4212001.79989006,"COW","2015Apr25"
502220.999986159,4212006.29988457,"COW","2015Apr25"
502668.300009407,4210429.19988401,"COW","2015Apr25"
502665.899970253,4210435.79988602,"COW","2015Apr25"
502665.899985315,4210432.79988655,"COW","2015Apr25"
502669.800031838,4210427.39988687,"COW","2015Apr25"
502674.900008827,4210427.69988748,"COW","2015Apr25"
502682.699995863,4210432.49988468,"COW","2015Apr25"
502679.999978706,4210435.49988441,"COW","2015Apr25"
502671.749979783,4210424.39989333,"COW","2015Apr25"
502670.400029088,4210424.24988688,"COW","2015Apr25"
502673.999956407,4210422.14988472,"COW","2015Apr25"
502675.650000913,4210423.64988729,"COW","2015Apr25"
502676.849979943,4210424.09988418,"COW","2015Apr25"
502678.800037715,4210424.249889,"COW","2015Apr25"
502678.049956905,4210422.14989279,"COW","2015Apr25"
502680.750029322,4210423.79988328,"COW","2015Apr25"
502671.450008147,4210420.79988455,"COW","2015Apr25"
502676.399983076,4210419.89989268,"COW","2015Apr25"
502677.300034085,4210419.29988854,"COW","2015Apr25"
502679.249977532,4210418.99989074,"COW","2015Apr25"
502669.80001914,4210411.34988724,"COW","2015Apr25"
502653.000041727,4210421.39988877,"COW","2015Apr25"
502646.400021294,4210422.14988372,"COW","2015Apr25"
502640.549980793,4210421.54988565,"COW","2015Apr25"
502620.450015435,4210418.84989072,"COW","2015Apr25"
502620.300035437,4210416.44988742,"COW","2015Apr25"
502621.199994944,4210415.84988816,"COW","2015Apr25"
502625.700039837,4210416.44989267,"COW","2015Apr25"
502621.349982998,4210407.29988547,"COW","2015Apr25"
502619.849967154,4210401.44989038,"COW","2015Apr25"
502618.799957024,4210402.049886,"COW","2015Apr25"
502656.000000847,4210408.34988835,"COW","2015Apr25"
502654.949997669,4210411.34988991,"COW","2015Apr25"
502657.200042964,4210406.99989383,"COW","2015Apr25"
502655.850031273,4210387.34988875,"COW","2015Apr25"
502654.349967495,4210383.59989248,"COW","2015Apr25"
502664.69995698,4210384.94989024,"COW","2015Apr25"
502683.299962367,4210380.8998933,"COW","2015Apr25"
502683.599996779,4210389.89988991,"COW","2015Apr25"
502689.449981653,4210387.7998917,"COW","2015Apr25"
502690.200013236,4210390.04988601,"COW","2015Apr25"
502686.300038969,4210371.14988729,"COW","2015Apr25"
502684.049994252,4210356.74989417,"COW","2015Apr25"
502710.750035805,4210367.54988672,"COW","2015Apr25"
502706.700035855,4210373.54989413,"COW","2015Apr25"
502726.050025103,4210380.1498885,"COW","2015Apr25"
502708.350007201,4210395.89988976,"COW","2015Apr25"
502707.750000024,4210396.64988738,"COW","2015Apr25"
502708.800034011,4210397.84989171,"COW","2015Apr25"
502706.999958129,4210398.14988779,"COW","2015Apr25"
502704.149976484,4210393.94988673,"COW","2015Apr25"
502699.349985227,4210399.49989089,"COW","2015Apr25"
502699.350026937,4210400.69989064,"COW","2015Apr25"
502709.699960713,4210407.14988341,"COW","2015Apr25"
502718.84997255,4210398.44988374,"COW","2015Apr25"
502730.699983453,4210405.04988998,"COW","2015Apr25"
502729.949976009,4210405.64989405,"COW","2015Apr25"
502736.099964063,4210410.89989219,"COW","2015Apr25"
502744.200035499,4210406.5498869,"COW","2015Apr25"
502724.39998039,4210412.54988481,"COW","2015Apr25"
502719.449972175,4210415.09988327,"COW","2015Apr25"
502719.449972175,4210415.09988327,"COW","2015Apr25"
502716.150025012,4210415.39988791,"COW","2015Apr25"
502713.149962509,4210415.54988546,"COW","2015Apr25"
502708.49998362,4210413.29989144,"COW","2015Apr25"
502705.349994499,4210412.5498922,"COW","2015Apr25"
502704.900037753,4210413.29988432,"COW","2015Apr25"
502695.299966003,4210413.5998859,"COW","2015Apr25"
502698.750037816,4210417.04988568,"COW","2015Apr25"
502699.499956926,4210420.94988338,"COW","2015Apr25"
502700.099957006,4210422.59988467,"COW","2015Apr25"
502701.899998945,4210425.2998865,"COW","2015Apr25"
502704.900019854,4210420.499894,"COW","2015Apr25"
502708.050029604,4210420.6498932,"COW","2015Apr25"
502709.249990486,4210424.84989138,"COW","2015Apr25"
502709.099967839,4210425.29988863,"COW","2015Apr25"
502714.199957099,4210417.64988479,"COW","2015Apr25"
502716.149990055,4210417.34988474,"COW","2015Apr25"
502716.600038102,4210418.69988731,"COW","2015Apr25"
502720.349980409,4210418.84989133,"COW","2015Apr25"
502719.899985831,4210420.499888,"COW","2015Apr25"
502719.449993433,4210424.24988986,"COW","2015Apr25"
502716.599970704,4210424.69988617,"COW","2015Apr25"
502715.400010616,4210427.0998857,"COW","2015Apr25"
502717.800037499,4210427.24989428,"COW","2015Apr25"
502724.249998945,4210425.74988769,"COW","2015Apr25"
502730.84997349,4210425.14988632,"COW","2015Apr25"
502731.899963492,4210425.14989389,"COW","2015Apr25"
502703.099985601,4210428.89988392,"COW","2015Apr25"
502762.500011757,4210404.59988583,"COW","2015Apr25"
502762.049961564,4210405.34988586,"COW","2015Apr25"
502609.650030119,4210413.29988359,"COW","2015Apr25"
502606.649985049,4210412.84988714,"COW","2015Apr25"
502675.199957194,4210398.44988919,"COW","2015Apr25"
502441.499977068,4211231.39989062,"COW","2015Apr25"
502443.299996485,4211236.49988568,"COW","2015Apr25"
502440.00002884,4211238.59989304,"COW","2015Apr25"
502455.000013794,4211255.39988492,"COW","2015Apr25"
502442.999964677,4211256.29989432,"COW","2015Apr25"
502430.999987975,4211228.99989188,"COW","2015Apr25"
502435.199989121,4211226.29989378,"COW","2015Apr25"
502426.499983748,4211219.39988468,"COW","2015Apr25"
502442.099967799,4211201.69989056,"COW","2015Apr25"
502430.400038975,4211195.0998845,"COW","2015Apr25"
502432.799985448,4211178.59989067,"COW","2015Apr25"
502424.700001426,4211240.09988655,"COW","2015Apr25"
502433.399957022,4211281.79988713,"COW","2015Apr25"
502480.500038269,4211281.79988434,"COW","2015Apr25"
501635.999988892,4210532.63988956,"COW","2015Apr25"
501638.400039642,4210531.73988865,"COW","2015Apr25"
501641.100020022,4210529.03989351,"COW","2015Apr25"
501637.800043755,4210529.03988498,"COW","2015Apr25"
501635.699970466,4210529.63988521,"COW","2015Apr25"
501633.000029079,4210530.83988786,"COW","2015Apr25"
501637.500003474,4210524.83989182,"COW","2015Apr25"
501637.800014631,4210523.93989113,"COW","2015Apr25"
501635.699967631,4210524.83988578,"COW","2015Apr25"
501638.100019214,4210519.1398854,"COW","2015Apr25"
501640.200002183,4210519.43989121,"COW","2015Apr25"
501639.899957736,4210520.93989172,"COW","2015Apr25"
501641.400005578,4210513.43988926,"COW","2015Apr25"
501638.100007351,4210516.13988579,"COW","2015Apr25"
501646.500033542,4210503.83988648,"COW","2015Apr25"
501599.09999227,4210199.09988926,"COW","2015Apr25"
501603.899960103,4210197.5998837,"COW","2015Apr25"
501601.200002423,4210197.89989133,"COW","2015Apr25"
501597.59999822,4210189.1998846,"COW","2015Apr25"
501596.099999407,4210181.0998903,"COW","2015Apr25"
501587.999991307,4210173.59988472,"COW","2015Apr25"
501593.699971488,4210168.79988976,"COW","2015Apr25"
501591.000004578,4210159.19989083,"COW","2015Apr25"
501592.800005482,4210152.59989153,"COW","2015Apr25"
501592.500015961,4210147.49988647,"COW","2015Apr25"
501585.899992612,4210153.49988383,"COW","2015Apr25"
501587.700017411,4210140.89988773,"COW","2015Apr25"
501581.400032121,4210139.09988603,"COW","2015Apr25"
501568.799962433,4210145.09989036,"COW","2015Apr25"
501549.599971581,4210121.69988874,"COW","2015Apr25"
501566.399981965,4210107.59988412,"COW","2015Apr25"
501570.599996756,4210099.49989336,"COW","2015Apr25"
501575.399993288,4210100.39989156,"COW","2015Apr25"
501579.899973397,4210105.79989204,"COW","2015Apr25"
501582.900026767,4210091.69989088,"COW","2015Apr25"
501592.799959706,4210091.69988686,"COW","2015Apr25"
501606.599985121,4210085.09989041,"COW","2015Apr25"
501609.000018307,4210070.69988681,"COW","2015Apr25"
501591.000003645,4210080.89988826,"COW","2015Apr25"
501573.300032343,4210080.29988511,"COW","2015Apr25"
501571.499986179,4210080.29989327,"COW","2015Apr25"
501560.100036124,4210085.69988705,"COW","2015Apr25"
501541.499990161,4210082.3998884,"COW","2015Apr25"
501538.500040451,4210088.39989433,"COW","2015Apr25"
501544.499959144,4210104.5998834,"COW","2015Apr25"
501529.50003243,4210089.59988783,"COW","2015Apr25"
501526.200015153,4210088.3998922,"COW","2015Apr25"
501526.799990851,4210068.59988743,"COW","2015Apr25"
501513.899969451,4210067.69988666,"COW","2015Apr25"
501533.400019762,4210055.69988769,"COW","2015Apr25"
501531.3000164,4210045.49989039,"COW","2015Apr25"
501531.599966336,4210031.39988691,"COW","2015Apr25"
501525.300022741,4210035.89988449,"COW","2015Apr25"
501599.999975962,4210102.79988332,"COW","2015Apr25"
501596.999957773,4210113.8998918,"COW","2015Apr25"
501603.300018039,4210115.39988906,"COW","2015Apr25"
501605.700009156,4210116.29988878,"COW","2015Apr25"
501609.00002022,4210123.19988464,"COW","2015Apr25"
501603.600030605,4210139.99988558,"COW","2015Apr25"
501611.40002894,4210151.09988885,"COW","2015Apr25"
501613.199983169,4210125.29988579,"COW","2015Apr25"
501629.100036779,4210110.29989397,"COW","2015Apr25"
501633.899975899,4210097.39989281,"COW","2015Apr25"
501621.300005316,4210096.19988791,"COW","2015Apr25"
501640.799997645,4210094.09988756,"COW","2015Apr25"
501650.699959031,4210081.79989141,"COW","2015Apr25"
501678.30001044,4210115.39989259,"COW","2015Apr25"
501681.90001959,4210113.59989183,"COW","2015Apr25"
501678.300000824,4210116.29988637,"COW","2015Apr25"
501685.499994135,4210112.39989221,"COW","2015Apr25"
501687.300004262,4210122.29988518,"COW","2015Apr25"
501691.799978243,4210130.69988994,"COW","2015Apr25"
501672.300008808,4210037.9998882,"COW","2015Apr25"
501669.29998916,4210036.49989099,"COW","2015Apr25"
501645.000039983,4210147.19988941,"COW","2015Apr25"
501644.699978719,4210153.49988556,"COW","2015Apr25"
501641.699968029,4210161.29988627,"COW","2015Apr25"
501645.300027961,4210165.19989314,"COW","2015Apr25"
501633.299957105,4210171.79988543,"COW","2015Apr25"
501666.899974355,4210152.89988643,"COW","2015Apr25"
501549.300004646,4210051.16989214,"COW","2015Apr25"
501542.399992471,4210026.56989348,"COW","2015Apr25"
501536.399967725,4210012.46988934,"COW","2015Apr25"
501536.099994215,4210007.0698933,"COW","2015Apr25"
501531.000024266,4210001.36988874,"COW","2015Apr25"
501545.999976991,4209986.96989015,"COW","2015Apr25"
501539.700016247,4209972.26988369,"COW","2015Apr25"
501565.500018404,4210007.36989422,"COW","2015Apr25"
501617.099982929,4209972.56989343,"COW","2015Apr25"
501613.199985357,4210007.66989271,"COW","2015Apr25"
501615.59997615,4210028.66989371,"COW","2015Apr25"
501608.400012982,4210026.86989309,"COW","2015Apr25"
501641.999977851,4209999.56989198,"COW","2015Apr25"
501640.499956193,4210011.26988462,"COW","2015Apr25"
501648.899987809,4209972.86989408,"COW","2015Apr25"
501662.699996318,4209966.26989373,"COW","2015Apr25"
501657.900029237,4209989.06989373,"COW","2015Apr25"
501680.699975439,4209963.86988902,"COW","2015Apr25"
501676.800022811,4209954.26988392,"COW","2015Apr25"
501673.500041918,4209928.76989253,"COW","2015Apr25"
501673.500041918,4209928.76989253,"COW","2015Apr25"
501692.399968837,4209904.16988876,"COW","2015Apr25"
501707.999991527,4209925.46989353,"COW","2015Apr25"
501699.000009603,4209951.26988565,"COW","2015Apr25"
501765.600022478,4209919.76989356,"COW","2015Apr25"
501766.79997676,4209902.66988841,"COW","2015Apr25"
501716.699990154,4209881.36988582,"COW","2015Apr25"
501737.400004238,4209862.4698888,"COW","2015Apr25"
501790.799984026,4209872.36988855,"COW","2015Apr25"
501788.70001594,4209874.46988608,"COW","2015Apr25"
501776.100030935,4209924.2698875,"COW","2015Apr25"
501785.699987677,4209928.16988721,"COW","2015Apr25"
501791.700041407,4209928.46988737,"COW","2015Apr25"
501797.09999042,4209934.16988737,"COW","2015Apr25"
501810.000015764,4209926.36988402,"COW","2015Apr25"
501821.099958548,4209919.46989216,"COW","2015Apr25"
501825.600005713,4209910.16989222,"COW","2015Apr25"
501825.599985078,4209909.86988698,"COW","2015Apr25"
501816.900012392,4209929.66988849,"COW","2015Apr25"
501825.59998419,4209930.26988799,"COW","2015Apr25"
501830.700021293,4209934.16988937,"COW","2015Apr25"
501800.999969091,4209956.96989225,"COW","2015Apr25"
501793.799961073,4209956.06988824,"COW","2015Apr25"
501790.199989297,4209963.26988944,"COW","2015Apr25"
501777.600023078,4209956.36988767,"COW","2015Apr25"
501805.499963386,4209975.86988648,"COW","2015Apr25"
501839.999983401,4209973.1698901,"COW","2015Apr25"
501831.599960672,4210005.56988956,"COW","2015Apr25"
501833.400001786,4210001.3698871,"COW","2015Apr25"
501832.19999843,4210007.96988895,"COW","2015Apr25"
501840.899981655,4210028.36988736,"COW","2015Apr25"
501666.900041486,4209810.20988682,"COW","2015Apr25"
501668.699971733,4209810.20988855,"COW","2015Apr25"
501681.899995119,4209791.00989274,"COW","2015Apr25"
501758.399989175,4209710.30988591,"COW","2015Apr25"
501787.7999925,4209686.30989402,"COW","2015Apr25"
501786.299966015,4209694.40989265,"COW","2015Apr25"
501796.199971006,4209685.10988737,"COW","2015Apr25"
501794.100042184,4209779.0098942,"COW","2015Apr25"
501778.80003509,4209784.10988354,"COW","2015Apr25"
501740.999978915,4209803.00989067,"COW","2015Apr25"
501807.600017771,4209795.80989012,"COW","2015Apr25"
501813.299991762,4209800.30988989,"COW","2015Apr25"
501829.200024665,4209806.30989187,"COW","2015Apr25"
501798.599997764,4209818.90988722,"COW","2015Apr25"
501803.699972998,4209661.0798876,"COW","2015Apr25"
501801.899960011,4209665.27988335,"COW","2015Apr25"
501807.299988197,4209649.97988463,"COW","2015Apr25"
501830.69995955,4209649.67989169,"COW","2015Apr25"
501807.299994812,4209678.47989373,"COW","2015Apr25"
501824.099960281,4209561.50989211,"COW","2015Apr25"
501830.100033476,4209554.3098933,"COW","2015Apr25"
501830.700000492,4209542.30989185,"COW","2015Apr25"
501823.50002844,4209545.90989397,"COW","2015Apr25"
501814.200040008,4209539.60988962,"COW","2015Apr25"
501810.900017543,4209538.40989092,"COW","2015Apr25"
501810.90000237,4209535.70988976,"COW","2015Apr25"
501799.500026613,4209526.70989035,"COW","2015Apr25"
501812.999994186,4209518.90988433,"COW","2015Apr25"
501820.499959654,4209504.2098864,"COW","2015Apr25"
501829.200005216,4209487.70989025,"COW","2015Apr25"
501558.899964424,4209400.22988742,"COW","2015Apr25"
501576.000001515,4209385.82989211,"COW","2015Apr25"
501593.100007286,4209393.02989229,"COW","2015Apr25"
501623.700021343,4209366.62989232,"COW","2015Apr25"
501628.79999062,4209387.62989256,"COW","2015Apr25"
501654.000002302,4209383.12989312,"COW","2015Apr25"
501651.000041013,4209376.22989226,"COW","2015Apr25"
501667.500012377,4209368.72989357,"COW","2015Apr25"
501668.099982845,4209382.22988531,"COW","2015Apr25"
501633.599979772,4209333.62988999,"COW","2015Apr25"
501561.300007235,4209349.22988804,"COW","2015Apr25"
501551.999956531,4209345.62988534,"COW","2015Apr25"
501545.399996849,4209342.9298864,"COW","2015Apr25"
501548.400012269,4209351.92989391,"COW","2015Apr25"
501566.699979694,4209366.32988591,"COW","2015Apr25"
501538.200029533,4209305.72988667,"COW","2015Apr25"
501523.799994389,4209302.72988757,"COW","2015Apr25"
501527.700010529,4209309.92989215,"COW","2015Apr25"
501507.599975285,4209303.62988958,"COW","2015Apr25"
501512.09996609,4209305.4298863,"COW","2015Apr25"
501533.099991193,4209265.82989023,"COW","2015Apr25"
501565.799996569,4209260.72988982,"COW","2015Apr25"
501562.500039817,4209246.02989267,"COW","2015Apr25"
501596.700002431,4209235.82988701,"COW","2015Apr25"
501606.59999195,4209244.82989142,"COW","2015Apr25"
501681.600009546,4209243.9298841,"COW","2015Apr25"
501710.699988583,4209345.62988581,"COW","2015Apr25"
501708.299969753,4209380.72988774,"COW","2015Apr25"
501696.900024036,4209380.12988502,"COW","2015Apr25"
501768.599974491,4209243.02988436,"COW","2015Apr25"
501806.399966829,4209269.72989194,"COW","2015Apr25"
501777.599985373,4209309.92988965,"COW","2015Apr25"
501670.800006391,4209182.30989354,"COW","2015Apr25"
501616.499991459,4209173.90988355,"COW","2015Apr25"
501647.100027059,4209160.1098851,"COW","2015Apr25"
501660.000031115,4209168.50988369,"COW","2015Apr25"
501557.399973632,4209153.80989292,"COW","2015Apr25"
501554.4000159,4209152.00989092,"COW","2015Apr25"
501554.400027054,4209173.60988735,"COW","2015Apr25"
501542.699968233,4209174.50989012,"COW","2015Apr25"
501546.300029721,4209155.00988787,"COW","2015Apr25"
501532.799968073,4209145.10988777,"COW","2015Apr25"
501528.300019587,4209152.00988833,"COW","2015Apr25"
501516.30001091,4209129.50989227,"COW","2015Apr25"
501544.499974957,4209143.30988949,"COW","2015Apr25"
501549.300025085,4209135.80988969,"COW","2015Apr25"
501530.099973667,4209116.60988414,"COW","2015Apr25"
501510.900035673,4209109.10989177,"COW","2015Apr25"
501509.099978176,4209111.80989094,"COW","2015Apr25"
501497.099961669,4209136.10988345,"COW","2015Apr25"
501494.399983523,4209102.50988724,"COW","2015Apr25"
501477.300001982,4209099.0898878,"COW","2015Apr25"
501486.599962576,4209105.38989192,"COW","2015Apr25"
501474.000017404,4209093.98988555,"COW","2015Apr25"
501468.300031689,4209093.08988659,"COW","2015Apr25"
501465.000023633,4209109.5898933,"COW","2015Apr25"
501458.999999255,4209094.88989006,"COW","2015Apr25"
501460.200028886,4209093.08988695,"COW","2015Apr25"
501456.899998493,4209093.08988529,"COW","2015Apr25"
501444.300007739,4209132.68988476,"COW","2015Apr25"
501417.600043618,4209102.68988831,"COW","2015Apr25"
501373.200030868,4209106.28988951,"COW","2015Apr25"
501383.699962037,4209115.5898938,"COW","2015Apr25"
501347.400033225,4209129.68988514,"COW","2015Apr25"
501348.59998437,4209135.08989349,"COW","2015Apr25"
501337.50000328,4209146.18988919,"COW","2015Apr25"
501333.599984676,4209150.38988508,"COW","2015Apr25"
501384.599992969,4209162.98988354,"COW","2015Apr25"
501413.399959421,4209137.48989003,"COW","2015Apr25"
501411.300011449,4209135.38989202,"COW","2015Apr25"
501422.099992009,4209160.88988404,"COW","2015Apr25"
501424.200036878,4209163.88988848,"COW","2015Apr25"
501369.899987807,4209170.18988346,"COW","2015Apr25"
501420.900007187,4209226.55989079,"COW","2015Apr25"
501422.699974747,4209223.55988898,"COW","2015Apr25"
501415.800043264,4209227.15989086,"COW","2015Apr25"
501418.200006866,4209221.75988633,"COW","2015Apr25"
501411.000042034,4209226.25988814,"COW","2015Apr25"
501387.300001683,4209234.05989176,"COW","2015Apr25"
501388.799976867,4209235.25988912,"COW","2015Apr25"
501386.09998644,4209244.25988823,"COW","2015Apr25"
501387.299962506,4209230.15988339,"COW","2015Apr25"
501364.800043588,4209243.9598886,"COW","2015Apr25"
501373.500010274,4209259.5598841,"COW","2015Apr25"
501408.299956272,4209247.8598865,"COW","2015Apr25"
501411.600031699,4209248.7598833,"COW","2015Apr25"
501416.999994065,4209254.45989176,"COW","2015Apr25"
501405.300033718,4209271.85988536,"COW","2015Apr25"
501407.700020834,4209286.55988603,"COW","2015Apr25"
501407.100011936,4209282.95988977,"COW","2015Apr25"
501408.600033185,4209291.95988609,"COW","2015Apr25"
501397.799967461,4209285.65988945,"COW","2015Apr25"
501398.999964496,4209281.75988666,"COW","2015Apr25"
501395.099980013,4209282.35988358,"COW","2015Apr25"
501391.799968336,4209288.35988486,"COW","2015Apr25"
501458.400009032,4209256.25989115,"COW","2015Apr25"
501913.500026671,4210845.95988575,"COW","2015Apr25"
501905.100030697,4210843.25988805,"COW","2015Apr25"
501898.500004773,4210848.05989346,"COW","2015Apr25"
501899.100034314,4210838.45988518,"COW","2015Apr25"
501890.09998891,4210837.85989167,"COW","2015Apr25"
501895.50002151,4210832.75988343,"COW","2015Apr25"
501895.50002151,4210832.75988343,"COW","2015Apr25"
501891.300008557,4210832.75988497,"COW","2015Apr25"
501888.900029371,4210830.95989409,"COW","2015Apr25"
501886.500020568,4210831.5598937,"COW","2015Apr25"
501882.000022122,4210834.55988724,"COW","2015Apr25"
501882.599964685,4210830.9598912,"COW","2015Apr25"
501887.399960172,4210827.95988975,"COW","2015Apr25"
501882.900014414,4210826.15989214,"COW","2015Apr25"
501878.999972076,4210830.05988746,"COW","2015Apr25"
501878.99996661,4210828.55989246,"COW","2015Apr25"
501868.200027568,4210827.95988598,"COW","2015Apr25"
501873.599966328,4210831.25988852,"COW","2015Apr25"
501871.50003552,4210849.85989065,"COW","2015Apr25"
501883.200022252,4210807.85989406,"COW","2015Apr25"
501882.600002985,4210804.55989318,"COW","2015Apr25"
501885.000037867,4210804.259887,"COW","2015Apr25"
501877.200007501,4210817.4598902,"COW","2015Apr25"
501870.299978366,4210051.37988601,"COW","2015Apr25"
501874.199974474,4210045.07989299,"COW","2015Apr25"
501888.000031587,4210013.87988381,"COW","2015Apr25"
501894.300026572,4210024.07989258,"COW","2015Apr25"
501872.400017524,4210000.67988482,"COW","2015Apr25"
501844.500002516,4209989.57989259,"COW","2015Apr25"
501852.899986705,4209982.37989407,"COW","2015Apr25"
501918.900000468,4210000.97988612,"COW","2015Apr25"
501919.800030412,4209981.77989362,"COW","2015Apr25"
501925.20001117,4209970.07988435,"COW","2015Apr25"
501935.700028658,4209967.97989067,"COW","2015Apr25"
501944.40003913,4209976.67989274,"COW","2015Apr25"
501938.399956768,4209941.57989167,"COW","2015Apr25"
501910.200010587,4209946.07988854,"COW","2015Apr25"
501909.299998899,4209941.27989349,"COW","2015Apr25"
501901.800029939,4209938.57989225,"COW","2015Apr25"
